id_candidato_bd,ano,cargo,nome_candidato,votos,sigla_partido,sigla_uf,genero,despesa_total,resultado_bin,incumbente
939525,2014,deputado federal,Raimundo Angelim Vasconcelos,39844,PT,AC,masculino,405006.67,1,0
314174,2014,deputado federal,Carlos Cesar Correia De Messias,26448,PSB,AC,masculino,339750.98,1,0
1786754,2014,deputado federal,Wherles Fernandes Da Rocha,23466,PSDB,AC,masculino,125273.14,1,0
479674,2014,deputado federal,Leonardo Cunha De Brito,20876,PT,AC,masculino,736866.25,1,0
510772,2014,deputado federal,Jéssica Rojas Sales,20339,PMDB,AC,feminino,321399.93,1,0
1439092,2014,deputado federal,Sebastião Sibá Machado Oliveira,18395,PT,AC,masculino,399354.02,1,1
28242,2014,deputado federal,Flaviano Flávio Baptista De Melo,18372,PMDB,AC,masculino,657090.41,1,1
225001,2014,deputado federal,Alan Rick Miranda,17903,PRB,AC,masculino,470999.17,1,0
1787817,2014,deputado federal,Francisco Carlos Oliveira De Lima,10306,DEM,AC,masculino,7030.0,0,0
1404397,2014,deputado federal,Normando Rodrigues Sales,6451,DEM,AC,masculino,201822.2,0,0
271938,2014,deputado federal,José Augusto Leandro Rodrigues,2011,DEM,AC,masculino,3545.6,0,0
1304566,2014,deputado federal,Shirley Torres De Araújo,1377,PV,AC,feminino,52319.07,0,0
219532,2014,deputado federal,Maria Joicilene Souza Silva Nobre,1199,PV,AC,feminino,10780.0,0,0
1788157,2014,deputado federal,Sebastião Alves Rodrigues Manchinery,1135,DEM,AC,masculino,4656.0,0,0
1787439,2014,deputado federal,Joaquim Lira De Carvalho,962,DEM,AC,masculino,530.08,0,0
1605341,2014,deputado federal,Hilário José Do Nascimento,838,PV,AC,masculino,13447.07,0,0
73895,2014,deputado federal,Valdete De Souza,668,PMN,AC,feminino,19271.14,0,0
505724,2014,deputado federal,Francisco Antonio Lira Da Silva Monteiro,665,PV,AC,masculino,1023.06,0,0
1556602,2014,deputado federal,Maria Socorro Soares De Oliveira,663,DEM,AC,feminino,3754.0,0,0
1450144,2014,deputado federal,Saulo De Freitas Ribeiro,525,DEM,AC,masculino,4517.76,0,0
7802,2014,deputado federal,Geraldo Silva Dos Santos,383,PSOL,AC,masculino,3180.04,0,0
240457,2014,deputado federal,Maria Teresa Gauna,145,DEM,AC,feminino,1520.0,0,0
428855,2014,deputado federal,Emerson Da Silva Santos,37,PSOL,AC,masculino,1580.0,0,0
711982,2014,deputado federal,Ana Paula Morais De Holanda,15,PSOL,AC,feminino,1580.0,0,0
1700068,2014,deputado federal,João Henrique Holanda Caldas,135929,SOLIDARIEDADE,AL,masculino,835334.63,1,0
928613,2014,deputado federal,Marx Beltrão Lima Siqueira,123317,PMDB,AL,masculino,1262000.0,1,0
1655473,2014,deputado federal,Pedro Torres Brandão Vilela,119582,PSDB,AL,masculino,1897203.49,1,0
536394,2014,deputado federal,Arthur Cesar Pereira De Lira,98231,PP,AL,masculino,1534007.44,1,1
922571,2014,deputado federal,Ronaldo Augusto Lessa Santos,88125,PDT,AL,masculino,1828213.05,1,0
1348555,2014,deputado federal,Givaldo De Sá Gouveia Carimbão,82582,PROS,AL,masculino,1323921.12,1,1
689266,2014,deputado federal,Maurício Quintella Malta Lessa,76706,PR,AL,masculino,2281353.43,1,1
1427741,2014,deputado federal,Jose Cicero Soares De Almeida,64435,PRTB,AL,masculino,362441.34,1,0
1465578,2014,deputado federal,Paulo Fernando Dos Santos,53284,PT,AL,masculino,525799.99,1,0
811213,2014,deputado federal,Valbertson De Brito Lyra Santos,2573,PSOL,AL,masculino,2750.4,0,0
1465692,2014,deputado federal,Severino Correia Cavalcante,1769,PTC,AL,masculino,2500.0,0,0
1606710,2014,deputado federal,Paulo Roberto Chagas Santos,1755,PSOL,AL,masculino,1176.5,0,0
222372,2014,deputado federal,Paulo Sérgio Da Silva Falcão,1752,PSTU,AL,masculino,17743.31,0,0
589338,2014,deputado federal,José Júnior Nascimento Silva,997,PSOL,AL,masculino,500.0,0,0
1160568,2014,deputado federal,Luanda Rosa Costa Lins,211,PTC,AL,feminino,0.0,0,0
1427787,2014,deputado federal,Edierson Gomes Da Silva,149,PTC,AL,masculino,0.0,0,0
1486587,2014,deputado federal,Iraci Batista Da Silva,145,PSOL,AL,feminino,0.0,0,0
537590,2014,deputado federal,Maria Da Glória Santos Oliveira,109,PSOL,AL,feminino,110.0,0,0
1148377,2014,deputado federal,Polyana Nobre De Lima,0,PTC,AL,feminino,0.0,0,0
493201,2014,deputado federal,Arthur Virgilio Do Carmo Ribeiro Bisneto,250916,PSDB,AM,masculino,5633092.26,1,0
1442482,2014,deputado federal,Silas Camara,166281,PSD,AM,masculino,1063484.5,1,1
1140471,2014,deputado federal,Alfredo Pereira Do Nascimento,120060,PR,AM,masculino,2863263.04,1,0
293171,2014,deputado federal,Marcos Sergio Rotta,117955,PMDB,AM,masculino,1119742.02,1,0
495349,2014,deputado federal,Hissa Nagib Abrahão Filho,113646,PPS,AM,masculino,1553728.35,1,0
1811054,2014,deputado federal,Pauderney Tomaz Avelino,103904,DEM,AM,masculino,2408957.81,1,1
1346815,2014,deputado federal,Atila Sidney Lins De Albuquerque,89453,PSD,AM,masculino,706103.62,1,1
1644008,2014,deputado federal,Maria Da Conceição Sampaio Moura,71878,PP,AM,feminino,1345837.75,1,0
475065,2014,deputado federal,Carlos Renê De Souza Fernandes,49275,PSB,AM,masculino,23377.8,0,0
1686463,2014,deputado federal,Luiz Antonio Campos Correa,5585,PRP,AM,masculino,44744.1,0,0
208753,2014,deputado federal,Stanley Pinheiro Braga,5157,PSB,AM,masculino,40146.9,0,0
74883,2014,deputado federal,Anderson Jose Razori,2933,PRP,AM,masculino,21875.5,0,0
1748938,2014,deputado federal,Rodrigo Frota,1620,PMN,AM,masculino,38050.0,0,0
220519,2014,deputado federal,Alexandre Simões De Souza,1448,PSOL,AM,masculino,8077.809999999999,0,0
1304476,2014,deputado federal,Antonio Do Nascimento Cordeiro,1320,PRP,AM,masculino,0.0,0,0
1076529,2014,deputado federal,Lauri Da Silva Guerreiro,760,PRP,AM,masculino,1187.5,0,0
754661,2014,deputado federal,Darlene Maquiné Dos Santos,724,PMN,AM,feminino,4197.97,0,0
163008,2014,deputado federal,Auxiliadora De Souza Santos,672,PSOL,AM,feminino,3111.9,0,0
183254,2014,deputado federal,Ricardo Zima Aguiar,656,PMN,AM,masculino,5757.66,0,0
419457,2014,deputado federal,Damiana Amorim Cabral,652,PSTU,AM,feminino,580.0,0,0
1114393,2014,deputado federal,José Roberto Dos Santos,651,PSOL,AM,masculino,1761.77,0,0
418246,2014,deputado federal,Shirneila Palheta Freitas,577,PSOL,AM,feminino,3083.6000000000004,0,0
619300,2014,deputado federal,Paulo Victor Penafort Mendes,572,PSTU,AM,masculino,520.0,0,0
1715517,2014,deputado federal,Marcelo Furtado Machado Leitão,542,PCB,AM,masculino,2000.0,0,0
1810066,2014,deputado federal,Rigocelia Costa,510,PRP,AM,feminino,0.0,0,0
964339,2014,deputado federal,Adamor Santana Liberal De Jesus,479,PSOL,AM,masculino,5823.75,0,0
1812435,2014,deputado federal,Armando Andrade Araujo,453,PRP,AM,masculino,0.0,0,0
926110,2014,deputado federal,Roberto Augusto Rodrigues Campainha,408,PSB,AM,masculino,750.0,0,0
1184171,2014,deputado federal,Fernando José Rodrigues Lobato,397,PSOL,AM,masculino,1520.0,0,0
1431205,2014,deputado federal,Darcy Graça Valerio De Sousa,390,PRP,AM,feminino,837.5,0,0
1400556,2014,deputado federal,Jose Otaci Teixeira Filho,366,PRP,AM,masculino,0.0,0,0
328126,2014,deputado federal,Valdirene Picanço De Castro,364,PCB,AM,feminino,100.0,0,0
313866,2014,deputado federal,Paulo José Ribeiro Da Silva,352,PSOL,AM,masculino,0.0,0,0
1499090,2014,deputado federal,Gilberto Hilario Da Silva,300,PRP,AM,masculino,1237.5,0,0
1250281,2014,deputado federal,Osmarino Antonio Bueno De Castro,247,PRP,AM,masculino,1050.0,0,0
56434,2014,deputado federal,Regina Célia Sicsu Dos Santos,196,PSB,AM,feminino,750.0,0,0
58738,2014,deputado federal,Ana Suzy De Almeida Cavalcante,180,PRP,AM,feminino,0.0,0,0
222994,2014,deputado federal,Deusa Ramiro Lopes,171,PSB,AM,feminino,750.0,0,0
1241848,2014,deputado federal,Benildes Dos Santos Silva,162,PRP,AM,masculino,1187.5,0,0
629622,2014,deputado federal,Marcela Lima Teixeira,50,PSOL,AM,feminino,0.0,0,0
1285163,2014,deputado federal,Jose Adalberto Da Silva,0,PV,AM,masculino,2237.5,0,0
1789844,2014,deputado federal,Inaldo Cruz Placido,0,PDT,AM,masculino,4110.0,0,0
666788,2014,deputado federal,Francisco Ritta Bernardino Junior,0,PSD,AM,masculino,0.0,0,0
1692657,2014,deputado federal,Antônio Roberto Rodrigues Góes Da Silva,22134,PDT,AP,masculino,81937.9,1,0
1541521,2014,deputado federal,Janete Maria Góes Capiberibe,21108,PSB,AP,feminino,263920.1,1,1
1557501,2014,deputado federal,Luiz Gionilson Pinheiro Borges,18709,PMDB,AP,masculino,72422.4,1,0
316077,2014,deputado federal,Vinícius De Azevedo Gurgel,18661,PR,AP,masculino,2060000.0,1,1
18351,2014,deputado federal,Marcivania Do Socorro Da Rocha Flexa,16162,PT,AP,feminino,235767.73,1,0
1802975,2014,deputado federal,André Dos Santos Abdon,13798,PRB,AP,masculino,89373.2,1,0
1364436,2014,deputado federal,Marcos Jose Reategui Souza,12485,PSC,AP,masculino,235552.22,1,0
454323,2014,deputado federal,Joziane Araujo Nascimento Rocha,10007,PTB,AP,feminino,176343.59,1,0
480088,2014,deputado federal,Luiz Carlos Gomes Dos Santos Junior,9667,PSDB,AP,masculino,177000.38,0,1
1298552,2014,deputado federal,Sebastião Ferreira Da Rocha,7300,SOLIDARIEDADE,AP,masculino,384000.0,0,1
1410917,2014,deputado federal,Lucas Abrahao Rosa Cezario De Almeida,7278,PSD,AP,masculino,89307.5,0,0
402835,2014,deputado federal,Alberto Samuel Alcolumbre Tobelem,3843,DEM,AP,masculino,57600.0,0,0
415578,2014,deputado federal,Leoneti Dos Santos Costa,2019,PSD,AP,feminino,5875.0,0,0
1506770,2014,deputado federal,Miraelson Coutinho Teixeira Alves,1824,PSD,AP,masculino,1760.0,0,0
1523123,2014,deputado federal,Claudiane Pinheiro Araújo,1814,PSTU,AP,feminino,4344.34,0,0
174828,2014,deputado federal,Valcinete Farias Santana,1748,PSD,AP,feminino,3200.0,0,0
1445557,2014,deputado federal,Walter Monteiro Benathar,1653,PSD,AP,masculino,11738.3,0,0
137781,2014,deputado federal,Clesio Castro Do Carmo,1379,SOLIDARIEDADE,AP,masculino,19089.4,0,0
432327,2014,deputado federal,Wellington De Souza Goes,739,SOLIDARIEDADE,AP,masculino,8100.0,0,0
1299545,2014,deputado federal,Genivaldo Marvulli,460,PSD,AP,masculino,0.0,0,0
1314790,2014,deputado federal,Jades Tadeu De Sousa Trajano,417,DEM,AP,masculino,0.0,0,0
495225,2014,deputado federal,Daniel Domingos Dos Santos,249,PSDB,AP,masculino,0.0,0,0
704478,2014,deputado federal,Dalcilene Andrade De Sousa,241,SOLIDARIEDADE,AP,feminino,3100.0,0,0
227725,2014,deputado federal,Jose Andre Da Silva Balieiro,210,DEM,AP,masculino,8430.0,0,0
119016,2014,deputado federal,Raimundo Laeste Sena Lima,146,PSD,AP,masculino,1850.0,0,0
780634,2014,deputado federal,Kelle Cristiane Costa Damasceno,34,PSD,AP,feminino,1600.0,0,0
541656,2014,deputado federal,Wodison Lopes Silva,31,PSTU,AP,masculino,1645.34,0,0
445918,2014,deputado federal,Marcilangela Maffra Do Livramento,23,PSDB,AP,feminino,0.0,0,0
1364473,2014,deputado federal,Fran Soares Nascimento Junior,0,PMN,AP,masculino,600.0,0,0
410850,2014,deputado federal,Arlita Sá Da Silva,0,PSDC,AP,feminino,738.4,0,0
1748125,2014,deputado federal,Lucio Quadros Vieira Lima,222164,PMDB,BA,masculino,2424687.46,1,1
1415691,2014,deputado federal,Mário Sílvio Mendes Negromonte Júnior,169215,PP,BA,masculino,1606582.4,1,0
1790001,2014,deputado federal,Antonio Lazaro Silva,161438,PSC,BA,masculino,304002.4,1,0
322646,2014,deputado federal,Antonio Luiz Paranhos Ribeiro Leite De Brito,159840,PTB,BA,masculino,1293129.63,1,1
380378,2014,deputado federal,Ronaldo Carletto,148628,PP,BA,masculino,905754.99,1,0
1250818,2014,deputado federal,Daniel Gomes De Almeida,135382,PC do B,BA,masculino,1402311.44,1,1
1648897,2014,deputado federal,Felix De Almeida Mendonça Junior,130583,PDT,BA,masculino,1204070.16,1,1
1227064,2014,deputado federal,Luiz Carlos Caetano,125862,PT,BA,masculino,2932987.83,1,0
681445,2014,deputado federal,Carlos Felipe Vazquez De Souza Leão,125605,PP,BA,masculino,2093692.87,1,0
1567588,2014,deputado federal,Jorge José Santos Pereira Solla,125159,PT,BA,masculino,1136899.76,1,0
780966,2014,deputado federal,Valmir Carlos Da Assunção,123284,PT,BA,masculino,797416.8,1,1
812089,2014,deputado federal,Antonio José Imbassahy Da Silva,120479,PSDB,BA,masculino,2896604.49,1,1
785345,2014,deputado federal,João Gualberto Vasconcelos,117671,PSDB,BA,masculino,2854345.51,1,0
453409,2014,deputado federal,Márcio Carlos Marinho,117470,PRB,BA,masculino,147108.25,1,1
526331,2014,deputado federal,Eronildes Vasconcelos Carvalho,116912,PRB,BA,feminino,177134.59,1,0
1368444,2014,deputado federal,Waldenor Alves Pereira Filho,114965,PT,BA,masculino,484708.98,1,1
1485606,2014,deputado federal,João Carlos Paolilo Bacelar Filho,111643,PR,BA,masculino,1877675.64,1,1
1649329,2014,deputado federal,Nelson Vicente Portela Pellegrino,111252,PT,BA,masculino,1580826.97,1,1
1812375,2014,deputado federal,Roberto Pereira De Britto,110822,PP,BA,masculino,1082853.63,1,1
1746856,2014,deputado federal,Paulo Velloso Dantas Azi,110662,DEM,BA,masculino,1813487.01,1,0
1361632,2014,deputado federal,Jutahy Magalhães Junior,108476,PSDB,BA,masculino,3798218.31,1,1
1075533,2014,deputado federal,José Nunes Soares,105776,PSD,BA,masculino,461799.22,1,1
375423,2014,deputado federal,José Carlos Aleluia Costa,101924,DEM,BA,masculino,3521015.65,1,0
1083837,2014,deputado federal,José Alves Rocha,101663,PR,BA,masculino,1150445.79,1,1
1354744,2014,deputado federal,Josias Gomes Da Silva,98871,PT,BA,masculino,653282.39,1,1
1609752,2014,deputado federal,Adalberto Souza Galvao,96134,PSB,BA,masculino,440362.94,1,0
14821,2014,deputado federal,Arthur De Oliveira Maia Da Silva,95698,SOLIDARIEDADE,BA,masculino,3792396.11,1,1
1360441,2014,deputado federal,Joao Carlos Bacelar Batista,95158,PODE,BA,masculino,382648.23,1,0
1759700,2014,deputado federal,Claudio Cajado Sampaio,89118,DEM,BA,masculino,2484714.23,1,1
296127,2014,deputado federal,Elmar José Vieira Nascimento,88334,DEM,BA,masculino,994621.22,1,0
1552442,2014,deputado federal,Sergio Luis Lacerda Brito,83658,PSD,BA,masculino,283281.26,1,1
1534776,2014,deputado federal,Afonso Bandeira Florence,82661,PT,BA,masculino,547875.51,1,1
1438369,2014,deputado federal,Moema Isabel Passos Gramacho,81414,PT,BA,feminino,584383.3,1,0
1156702,2014,deputado federal,Paulo Sergio Paranhos De Magalhães,77045,PSD,BA,masculino,398045.82,1,1
1629705,2014,deputado federal,Erivelton Lima Santana,74836,PSC,BA,masculino,248930.84,1,1
1413186,2014,deputado federal,Alice Mazzuco Portugal,72682,PC do B,BA,feminino,1031797.27,1,1
1085860,2014,deputado federal,José Carlos Leão De Araujo,72013,PSD,BA,masculino,1225075.56,1,1
926007,2014,deputado federal,Benito Da Gama Santos,71372,PTB,BA,masculino,5979037.1,1,0
1012732,2014,deputado federal,Uldurico Alencar Pinto,39904,PTC,BA,masculino,149074.63,1,0
383471,2014,deputado federal,Josafa Ramos Dos Santos,18655,PATRIOTA,BA,masculino,8170.9,0,0
1672361,2014,deputado federal,Luiz Carlos Bassuma,18063,PATRIOTA,BA,masculino,132629.51,0,0
988854,2014,deputado federal,Humberto Lopes Cedraz,11624,PATRIOTA,BA,masculino,78027.06,0,0
1672736,2014,deputado federal,Joao Luiz Silva Santos,7449,PRTB,BA,masculino,25872.24,0,0
755070,2014,deputado federal,Gabriela Protásio Mota,7263,PSTU,BA,feminino,6656.31,0,0
319464,2014,deputado federal,Jose Antonio De Freitas Junior,5917,PATRIOTA,BA,masculino,48900.0,0,0
1611143,2014,deputado federal,Otavio Joel De Araujo,5883,PATRIOTA,BA,masculino,13459.6,0,0
849566,2014,deputado federal,Jamerson Luiz Gonçalves Dos Santos,5713,PSOL,BA,masculino,24262.63,0,0
1344778,2014,deputado federal,Valcredes Alves Siara,5095,PRTB,BA,masculino,31610.0,0,0
784894,2014,deputado federal,Zilmar Alverita Da Silva,4781,PSOL,BA,feminino,15229.5,0,0
498300,2014,deputado federal,Newton João Teixeira Junior,3599,PSOL,BA,masculino,11364.02,0,0
42054,2014,deputado federal,Marcio Vinicius Feitosa Ramos,3528,PSOL,BA,masculino,44995.15,0,0
306916,2014,deputado federal,Franderrak Dos Santos Mascarenhas,3209,PSOL,BA,masculino,3990.0,0,0
241910,2014,deputado federal,Alvir Dos Santos Silva,3141,PATRIOTA,BA,masculino,4690.6,0,0
237753,2014,deputado federal,Willian Achan,2847,PRTB,BA,masculino,19994.78,0,0
527740,2014,deputado federal,João Carlos Dantas,2735,PSOL,BA,masculino,1180.0,0,0
1094873,2014,deputado federal,Elival Vieira Dos Santos,2512,PMN,BA,masculino,14401.52,0,0
801048,2014,deputado federal,Sidinea Almeida Pedreira Vrbata,2512,PSOL,BA,feminino,2536.43,0,0
1616188,2014,deputado federal,Robério Alves Neves,2341,PATRIOTA,BA,masculino,12800.0,0,0
167909,2014,deputado federal,Gildasio Carvalho Da Cunha,2288,PSOL,BA,masculino,2886.9,0,0
95725,2014,deputado federal,Damião Dos Santos,1944,PSOL,BA,masculino,5822.08,0,0
18123,2014,deputado federal,Dermival Da Cruz Santos,1734,PATRIOTA,BA,masculino,23523.64,0,0
501190,2014,deputado federal,Joilson Barros Santos,1523,PSOL,BA,masculino,2111.62,0,0
656621,2014,deputado federal,Uilson Magalhaes Silva,1330,PSOL,BA,masculino,6363.9,0,0
394173,2014,deputado federal,Emanoel Ferreira Costa Da Rocha,1320,PATRIOTA,BA,masculino,2264.01,0,0
824363,2014,deputado federal,Erika Teles Cordeiro Mineiro,1256,PATRIOTA,BA,feminino,0.0,0,0
272714,2014,deputado federal,Valdilson Da Silva Rocha,1153,PATRIOTA,BA,masculino,8856.4,0,0
590327,2014,deputado federal,Magno Oliveira Rocha,1121,PSOL,BA,masculino,7297.0,0,0
1258109,2014,deputado federal,Adilson Pinto Brandao,1085,PRTB,BA,masculino,0.0,0,0
769846,2014,deputado federal,José Wellington Alves Dos Santos,1035,PSOL,BA,masculino,2850.0,0,0
308976,2014,deputado federal,Luis Antonio Santos E Santos,975,PATRIOTA,BA,masculino,0.0,0,0
1092556,2014,deputado federal,Alana Maria Ferreira Bispo,854,PSOL,BA,feminino,270.3,0,0
794433,2014,deputado federal,Cleide Mercês Coutinho,844,PSOL,BA,feminino,4624.75,0,0
567942,2014,deputado federal,José Rudival Santos De Oliveira,844,PSOL,BA,masculino,2838.4,0,0
573217,2014,deputado federal,Derisvaldo Da Silva Bonfim,767,PRTB,BA,masculino,4066.2,0,0
939745,2014,deputado federal,Paulo Miguel Brandao De Souza,741,PRTB,BA,masculino,3806.01,0,0
107668,2014,deputado federal,Reinaldo Da Cruz Martins,684,PSOL,BA,masculino,2618.5,0,0
1721912,2014,deputado federal,Carlos Antonio Correia De Oliveira,633,PSOL,BA,masculino,700.0,0,0
315877,2014,deputado federal,Raimundo Jose De Jesus Gonçalves,609,PATRIOTA,BA,masculino,150.0,0,0
23598,2014,deputado federal,Rudival Jose Dos Santos,600,PATRIOTA,BA,masculino,2714.9,0,0
890114,2014,deputado federal,Christiano Pablo Alves Neiva,595,PSOL,BA,masculino,830.0,0,0
1800466,2014,deputado federal,José Carlos Cardoso Lima,575,PSOL,BA,masculino,0.0,0,0
107922,2014,deputado federal,Ivan De Carvalho Andrade Junior,514,PRTB,BA,masculino,0.0,0,0
483513,2014,deputado federal,Elionai Ferreira Santos,444,PRTB,BA,masculino,1200.0,0,0
1414173,2014,deputado federal,Guilherme Gomes De Vasconcellos,399,PSOL,BA,masculino,2049.4,0,0
1201629,2014,deputado federal,Cremilda França De Oliveira,392,PRTB,BA,feminino,0.0,0,0
1437574,2014,deputado federal,Wilson Roberto Alves Araujo,392,PATRIOTA,BA,masculino,0.0,0,0
1245675,2014,deputado federal,Diva Maria Da Silva,391,PATRIOTA,BA,feminino,800.0,0,0
1809067,2014,deputado federal,Wellington Castro,387,PRTB,BA,masculino,0.0,0,0
1789703,2014,deputado federal,Humberto Cesar Maia Costa,322,PRTB,BA,masculino,0.0,0,0
1407004,2014,deputado federal,Jacinto Amorim De Sousa,322,PRTB,BA,masculino,0.0,0,0
930962,2014,deputado federal,Antonia Ferreira De Sousa Neta,304,PSOL,BA,feminino,250.0,0,0
964390,2014,deputado federal,Gildasio De Cerqueira Daltro Filho,304,PSTU,BA,masculino,2891.76,0,0
1624901,2014,deputado federal,Manoel Messias De Sousa Oliveira,287,PSOL,BA,masculino,0.0,0,0
367370,2014,deputado federal,Edcharles Alvino De Oliveira,254,PATRIOTA,BA,masculino,800.0,0,0
558728,2014,deputado federal,Ilton Ribeiro Dos Santos,238,PRTB,BA,masculino,0.0,0,0
1518876,2014,deputado federal,Marilene Dos Santos,228,PRTB,BA,feminino,0.0,0,0
682596,2014,deputado federal,Luis Celso Da Silveira Pimentel Junior,222,PRTB,BA,masculino,0.0,0,0
1680085,2014,deputado federal,Milton Santos Gramacho,200,PRTB,BA,masculino,0.0,0,0
408107,2014,deputado federal,Claudia Patrocinio De Jesus,183,PATRIOTA,BA,feminino,0.0,0,0
1769716,2014,deputado federal,Engedi Oliveira Da Silva,176,PATRIOTA,BA,masculino,0.0,0,0
1520004,2014,deputado federal,Lourival Gregorio Da Conceição,174,PRTB,BA,masculino,0.0,0,0
1732627,2014,deputado federal,Maximo Bispo Dos Santos,169,PRTB,BA,masculino,0.0,0,0
822739,2014,deputado federal,Paula Cristina De Siqueira Pinheiro,156,PSOL,BA,feminino,250.0,0,0
712705,2014,deputado federal,Elieide Maciel De Oliveira Borges,96,PSOL,BA,feminino,250.0,0,0
1356412,2014,deputado federal,Lelito Pinheiro Dos Santos,84,PRTB,BA,masculino,0.0,0,0
1004507,2014,deputado federal,Solange Silva De Jesus,82,PSOL,BA,feminino,250.0,0,0
1076684,2014,deputado federal,Maiara Santos De Carvalho,80,PSOL,BA,feminino,250.0,0,0
836143,2014,deputado federal,Dilson Chagas Junior,68,PRTB,BA,masculino,0.0,0,0
811541,2014,deputado federal,Cleonildo Santos Tibúrcio,66,PRTB,BA,masculino,2196.0,0,0
433881,2014,deputado federal,Mario Itaipava De Miranda Filho,63,PRTB,BA,masculino,0.0,0,0
753504,2014,deputado federal,Maria Ferreira De Souza,61,PSOL,BA,feminino,250.0,0,0
763983,2014,deputado federal,Francineide De Oliveira Santos,48,PRTB,BA,feminino,0.0,0,0
681050,2014,deputado federal,Edvania Santos Moura,44,PSOL,BA,feminino,250.0,0,0
1398103,2014,deputado federal,Luiz Gonçalves Da Conceição,33,PATRIOTA,BA,masculino,0.0,0,0
1017626,2014,deputado federal,Valdeci Barbosa Brito,27,PSOL,BA,feminino,250.0,0,0
901696,2014,deputado federal,Sival Patrocinio Souza,21,PSOL,BA,masculino,0.0,0,0
929642,2014,deputado federal,Priscila Dos Santos Wanderley,19,PATRIOTA,BA,feminino,0.0,0,0
557419,2014,deputado federal,Maria Alves Santana,10,PRTB,BA,feminino,0.0,0,0
1564790,2014,deputado federal,José Luiz Ressurreição Dos Santos,0,PT,BA,masculino,2158.4,0,0
319904,2014,deputado federal,Liliane Accioly Moacyr De Andrade,0,DEM,BA,feminino,0.0,0,0
1296370,2014,deputado federal,Gonçalo Jose Da Boa Morte,0,PHS,BA,masculino,0.0,0,0
1359020,2014,deputado federal,Marivaldo Do Espirito Santo,0,PHS,BA,masculino,0.0,0,0
62028,2014,deputado federal,Robson Almeida Costa,0,PHS,BA,masculino,0.0,0,0
698716,2014,deputado federal,Adilson Costa Nogueira,0,PHS,BA,masculino,0.0,0,0
532871,2014,deputado federal,Barbara Christiane Costa Rehem,0,PHS,BA,feminino,0.0,0,0
254022,2014,deputado federal,Almir Lemos,0,PHS,BA,masculino,0.0,0,0
1674700,2014,deputado federal,Dilza Daltro De Almeida,0,PHS,BA,feminino,0.0,0,0
887,2014,deputado federal,Neide Azevedo De Jesus Araujo,0,PPS,BA,feminino,2002.0,0,0
1381145,2014,deputado federal,José Carlos De Jesus Rodrigues,0,PRB,BA,masculino,27947.3,0,0
218383,2014,deputado federal,Creuza Maria Oliveira,0,PSB,BA,feminino,46498.06,0,0
1218900,2014,deputado federal,Joseph Wallace Faria Bandeira,0,PSB,BA,masculino,161606.75,0,0
1414856,2014,deputado federal,Givaldo Fiuza De Almeida,0,PSC,BA,masculino,6698.4,0,0
189137,2014,deputado federal,Wellington Santana Ramos Junior,0,PTC,BA,masculino,400.0,0,0
322608,2014,deputado federal,Luciana Maria Ferreira Deiró,0,PMDB,BA,feminino,0.0,0,0
1469837,2014,deputado federal,Adalberto Lelis Filho,0,PMDB,BA,masculino,161770.58000000002,0,0
1676037,2014,deputado federal,Angela Maria Santos Da Silva,0,PODE,BA,feminino,0.0,0,0
1626412,2014,deputado federal,Jailda Conceição Dos Santos,0,PODE,BA,feminino,0.0,0,0
1315262,2014,deputado federal,Augusto Cesar Ribeiro Jambeiro,0,PSOL,BA,masculino,250.0,0,0
737115,2014,deputado federal,Ricardo Silva Barbosa,0,AVANTE,BA,masculino,0.0,0,0
891980,2014,deputado federal,Kelton Wally De Oliveira Dos Santos,0,AVANTE,BA,masculino,0.0,0,0
1224663,2014,deputado federal,Manoel Santos Lima,0,PATRIOTA,BA,masculino,6500.000000000001,0,0
840523,2014,deputado federal,Ana Maria Teixeira Rangel,0,PATRIOTA,BA,feminino,0.0,0,0
31123,2014,deputado federal,Moroni Bing Torgan,277774,DEM,CE,masculino,1076818.64,1,0
1677377,2014,deputado federal,Genecias Mateus Noronha,221567,SOLIDARIEDADE,CE,masculino,821903.21,1,1
1311657,2014,deputado federal,Jose Nobre Guimarães,209032,PT,CE,masculino,1698841.53,1,1
940084,2014,deputado federal,Domingos Gomes De Aguiar Neto,185226,PROS,CE,masculino,917699.02,1,1
1405984,2014,deputado federal,Francisco Danilo Bastos Forte,180157,PMDB,CE,masculino,2476971.7,1,1
1047639,2014,deputado federal,Anibal Ferreira Gomes,173736,PMDB,CE,masculino,229581.4,1,1
271307,2014,deputado federal,Moses Haendel Melo Rodrigues,147044,PPS,CE,masculino,629806.84,1,0
1811946,2014,deputado federal,Maria Gorete Pereira,130983,PR,CE,feminino,1470590.0,1,1
119878,2014,deputado federal,Luizianne De Oliveira Lins,130717,PT,CE,feminino,732340.44,1,0
1682793,2014,deputado federal,Andre Peixoto Figueiredo Lima,125360,PDT,CE,masculino,1040065.35,1,1
1563283,2014,deputado federal,Luiz Odorico Monteiro De Andrade,121640,PT,CE,masculino,779665.02,1,0
137470,2014,deputado federal,Flavio Alves Sabino,120485,PR,CE,masculino,122160.15,1,0
481841,2014,deputado federal,Ronaldo Manchado Martins,117930,PRB,CE,masculino,1298625.96,1,0
1593532,2014,deputado federal,Jose Adail Carneiro Silva,113885,PHS,CE,masculino,685302.27,1,0
